#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3115.54	10.531	-3102.4	5000	0	5000	-738.652	5.03048	-737.988	5000	0	5000	0	0	0	48.555	0.227865	48
500	-778.066	5.16576	-773.102	4994.43	5.02547	4998.59	-494.503	2.63746	-493.257	4995.49	9.79306	5000	16.8216	0.23644	16.9105	48.115	0.246106	48
1000	-553.945	3.48701	-543.65	4988.8	9.65451	4999.99	-405.272	2.3902	-405.08	4983.36	15.3141	5000	5.75835	0.21998	4.199	48.005	0.27691	48
1500	-464.195	2.69077	-458.377	4987.15	11.5344	4999.85	-350.854	2.26452	-350.011	4992.98	9.83993	5000	2.48347	0.126791	1.6315	48.3675	0.252568	48.5
2000	-409.317	2.52182	-406.213	4992.1	9.83949	4999.83	-310.062	2.21459	-310.485	4991.92	9.86332	5000	1.64924	0.0693265	1.527	48.67	0.250619	49
2500	-367.688	2.33132	-367.097	4991.81	9.87505	4999.76	-278.043	2.17955	-277.262	4992.11	9.90437	5000	1.43974	0.0285827	1.494	48.9825	0.24677	49
3000	-335.488	2.32018	-333.925	4992.27	9.87317	5000.16	-249.944	2.10254	-247.16	4991.72	9.93906	4999	1.40538	0.0159424	1.5065	49.36	0.24408	49
3500	-307.096	2.2335	-305.802	4991.81	9.88829	4999.84	-225.255	2.02961	-225.137	4992.28	9.91732	5000.5	1.38742	0.0157603	1.4865	49.6825	0.236287	50
4000	-283.613	2.11237	-282.338	4992.39	9.89081	5000.18	-204.216	1.94767	-203.465	4992.5	9.92146	5000	1.39213	0.0153328	1.489	49.975	0.237359	50
4500	-263.262	2.10207	-261.579	4992.86	9.89275	4999.85	-185.946	1.84188	-187.061	4994.36	9.95612	5000	1.39318	0.0153012	1.4895	50.2875	0.23369	50
5000	-244.284	2.03514	-244.127	4993.6	9.92789	5000.63	-169.98	1.81454	-168.091	4995.01	10.0004	5001	1.38864	0.0153438	1.4845	50.6075	0.235977	51
5500	-228.906	2.02293	-226.917	4995.35	9.97415	5000.81	-155.949	1.75158	-155.429	4996.05	10.0091	5000	1.38259	0.0153988	1.473	50.8325	0.233474	51
6000	-215.73	1.99697	-216.369	4996.33	10.0102	5001.07	-143.403	1.71476	-141.628	4998.19	10.0774	5001	1.40214	0.0162026	1.4895	51.06	0.233538	51
6500	-201.803	1.86276	-198.943	4997.36	10.061	5001.46	-131.721	1.65498	-128.502	4998.52	10.0981	5001	1.39878	0.0158899	1.5055	51.225	0.231911	51
7000	-190.421	1.84706	-189.763	4998.05	10.0589	5001.51	-121.151	1.5796	-118.368	5001.71	10.4792	5001	1.40035	0.0163497	1.517	51.53	0.233633	52
7500	-181.835	1.83025	-180.336	5001.88	10.4519	5002.22	-111.964	1.5008	-109.422	5002.87	10.4931	5001.5	1.39157	0.0156964	1.4945	51.7125	0.231644	52
8000	-170.72	1.7417	-168.443	5002.69	10.5114	5001.04	-103.323	1.41146	-101.211	5002.6	10.4918	5000	1.40308	0.016716	1.5155	51.8325	0.233205	52
8500	-161.162	1.67956	-160.295	5003.17	10.5658	5001.47	-95.5432	1.32945	-93.4976	5004.34	10.5668	5001	1.39344	0.0161922	1.487	52.0125	0.231007	52
9000	-155.616	1.59669	-154.681	5003.82	10.5516	5002.65	-88.9943	1.24729	-86.9318	5004.44	10.5847	5001	1.39897	0.0158545	1.4975	52.1625	0.232353	52
9500	-148.307	1.50345	-146.958	5005.19	10.5624	5001.46	-82.6958	1.1809	-80.7591	5005.48	10.5744	5003.5	1.40202	0.0158175	1.51	52.41	0.230652	53
10000	-141.861	1.46289	-139.998	5005.91	10.5142	5001.86	-77.0795	1.12807	-74.6668	5006.68	10.5968	5003	1.39998	0.015244	1.4925	52.5425	0.228338	53
10500	-135.481	1.44176	-131.827	5006.56	10.5781	5001.89	-71.8088	1.06095	-69.3099	5007.8	10.6531	5004	1.39807	0.0157462	1.49	52.62	0.22931	53
11000	-128.985	1.35986	-128.376	5006.65	10.5934	5002.5	-66.8764	1.00594	-64.5939	5006.77	10.6291	5003	1.40184	0.0153342	1.492	52.8025	0.229216	53
11500	-124.653	1.3264	-120.829	5007.28	10.6421	5002.61	-62.6154	0.963481	-60.0811	5007.19	10.6213	5004	1.40841	0.015805	1.5065	52.8675	0.227853	53
12000	-121.401	1.2914	-117.95	5007.66	10.598	5004.32	-58.5563	0.924882	-56.2101	5008.39	10.669	5004	1.40241	0.0155147	1.492	53.01	0.22567	53
12500	-117.905	1.29514	-116.132	5008.39	10.6156	5005.05	-55.1896	0.887735	-52.3303	5009.73	10.5986	5005	1.39336	0.0158693	1.4975	53.0725	0.226099	53
13000	-114.264	1.27646	-111.637	5008.88	10.6339	5004.07	-51.9297	0.844511	-49.6717	5010.09	10.6547	5005	1.40573	0.0158086	1.487	53.1825	0.225166	53
13500	-110.352	1.16976	-108.576	5009.33	10.638	5004.09	-48.8912	0.804585	-46.8975	5010.74	10.7133	5004.5	1.39604	0.0157572	1.4975	53.305	0.226928	53
14000	-107.111	1.17522	-104.987	5010.18	10.6538	5004.95	-46.3048	0.763683	-44.2583	5010.96	10.7018	5005	1.39493	0.0154042	1.4965	53.4075	0.225512	53
14500	-104.863	1.11856	-102.943	5010.7	10.6815	5005.4	-43.7628	0.731869	-41.5912	5010.31	10.6987	5004	1.40688	0.0158702	1.517	53.5175	0.225558	53.5
15000	-101.891	1.20776	-100.668	5010.81	10.6629	5004.65	-41.4453	0.699994	-39.5839	5010.76	10.6904	5005	1.39926	0.0155424	1.5065	53.59	0.22557	54
15500	-99.5808	1.03348	-98.1191	5010.82	10.6759	5004.18	-39.4278	0.67329	-37.6979	5010.84	10.7192	5005	1.40096	0.0158005	1.504	53.655	0.225232	54
16000	-98.2031	1.13917	-95.9678	5011.36	10.6852	5005.43	-37.3871	0.639451	-35.6093	5011.97	10.6617	5004.5	1.39968	0.0158126	1.5005	53.695	0.225654	54
16500	-95.5895	1.02181	-93.2861	5011.68	10.6596	5005.09	-35.5111	0.613599	-33.7239	5011.49	10.6472	5007.5	1.40731	0.0165673	1.5215	53.75	0.224571	54
17000	-94.1059	1.01489	-92.1033	5012.11	10.6324	5006.4	-33.912	0.587087	-32.0112	5012.3	10.6486	5005.5	1.41782	0.0162124	1.521	53.835	0.223314	54
17500	-92.5263	0.967764	-91.3514	5012.11	10.6411	5006.68	-32.3891	0.565132	-30.7364	5013.01	10.6603	5005.5	1.39851	0.015925	1.5035	53.8825	0.221063	54
18000	-89.8982	0.978816	-87.9118	5012.73	10.6371	5007.75	-30.8996	0.535199	-29.7258	5014.2	10.6063	5008	1.40559	0.0160485	1.5115	53.92	0.223262	54
18500	-89.0643	1.0181	-88.025	5013.43	10.6354	5007.43	-29.6067	0.512766	-28.2792	5013.77	10.639	5007	1.39802	0.0160745	1.5105	53.9775	0.220059	54
19000	-86.3803	0.939314	-83.6554	5014.17	10.6517	5008.36	-28.2899	0.483655	-26.9779	5013.77	10.6661	5008	1.42027	0.0155665	1.536	54.0225	0.218975	54
19500	-85.7246	1.01471	-84.2138	5014.46	10.651	5007.11	-27.1278	0.468908	-25.7343	5015.29	10.6209	5009	1.41136	0.0159155	1.5115	54.1175	0.221346	54
20000	-84.9106	0.883535	-82.7767	5014.76	10.6587	5008.28	-26.0016	0.451234	-24.541	5014.79	10.7098	5007.5	1.40115	0.0160669	1.502	54.205	0.219837	54
