#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3103.57	103.171	-2575.96	5000	0	5000	-1925.09	70.011	-1516.36	5000	0	5000	0	0	0	49.675	0.233795	50
500	-1011.23	24.8759	-882.438	4991.88	5.05181	4999.98	-667.739	10.2314	-626.256	4991.49	4.81267	5000	3.01356	0.012597	3.0425	49.2	0.241289	49
1000	-613.823	6.02361	-598.144	4992.33	4.75394	4999.95	-497.8	4.18234	-485.601	4993.82	4.96255	5000	3.04122	0.0129428	3.061	49.07	0.239413	49
1500	-487.179	3.97553	-477.703	4991.87	4.90035	5000.02	-415.656	3.24891	-413.355	4992.97	5.05445	5000	3.02614	0.0110885	3.0465	49.3675	0.232683	49
2000	-410.124	3.1505	-410.79	4992.1	5.03541	4999.9	-360.952	2.8309	-359.789	4992.68	5.08809	5000	3.03239	0.0121089	3.056	49.5975	0.228735	50
2500	-357.723	2.81887	-358.942	4991.65	5.06274	4999.85	-316.723	2.61226	-316.677	4991.31	5.08744	5000	3.01767	0.0125802	3.047	49.8225	0.224591	50
3000	-316.213	2.55112	-315.647	4991.55	5.0685	4999.9	-282.33	2.47572	-283.331	4992.86	5.1194	5000	3.0199	0.0122792	3.0515	50.325	0.22135	50
3500	-283.786	2.44117	-283.238	4992.09	5.08911	4999.98	-253.76	2.36109	-253.631	4992.76	5.13664	5000	3.02416	0.0131923	3.051	50.6675	0.219346	51
4000	-256.768	2.35673	-256.346	4993.26	5.19131	4999.96	-228.502	2.28821	-224.385	4993.99	5.22466	5000	3.03126	0.0124719	3.062	50.9375	0.219384	51
4500	-232.264	2.26539	-230.618	4993.58	5.22254	4999.86	-206.676	2.20516	-203.78	4995.56	5.41413	5000	3.02841	0.0123249	3.0635	51.3125	0.217613	52
5000	-212.12	2.22996	-208.161	4995.65	5.3947	5000.83	-187.524	2.18228	-186.068	4996.15	5.4482	5000	3.0268	0.0128114	3.0495	51.5925	0.218828	52
5500	-193.965	2.17908	-191.177	4996.65	5.43926	5000.77	-170.388	2.08806	-167.867	4996.82	5.44105	5001	3.00207	0.0133998	3.04	51.9725	0.217221	52
6000	-177.614	2.04656	-175.748	4997.77	5.49392	5000.52	-154.768	1.98834	-151.363	4998.34	5.53214	5000	3.01007	0.0127957	3.0485	52.2675	0.21713	52
6500	-162.837	1.97655	-159.512	4997.97	5.53004	5000.37	-141.933	1.8969	-137.861	4998.23	5.55794	5001	3.02412	0.0128662	3.063	52.48	0.21608	53
7000	-150.994	1.88987	-147.515	4998.22	5.55652	5000.71	-130.165	1.84417	-125.351	4998.95	5.55946	5001	3.02455	0.0127662	3.062	52.755	0.215386	53
7500	-139.033	1.82585	-134.482	4998.39	5.57295	5001.21	-119.269	1.75629	-115.267	4998.72	5.58566	5001	3.03958	0.0131167	3.064	52.9925	0.215021	53
8000	-128.255	1.76699	-124.054	4999	5.59111	5001.34	-109.499	1.69362	-104.87	4999.48	5.59713	5001	3.02176	0.0125352	3.0605	53.2	0.213574	53
8500	-119.83	1.69115	-116.309	4999.49	5.60737	5000.97	-100.765	1.60418	-96.3884	4999.36	5.6373	5001	3.0256	0.0130742	3.0575	53.42	0.209448	53.5
9000	-111.546	1.60165	-106.574	4999.46	5.61124	5001.01	-92.6165	1.51138	-88.8928	5000.06	5.5938	5001	3.02342	0.0130687	3.0535	53.71	0.211812	54
9500	-103.077	1.53174	-99.287	5000	5.60146	5002.01	-84.9991	1.42928	-81.8535	5001.02	5.75608	5002	3.02999	0.0120806	3.058	53.8875	0.209815	54
10000	-95.8636	1.44112	-91.9134	5001.31	5.73103	5001.9	-78.8697	1.35596	-74.9009	5001.56	5.78307	5002	3.03974	0.0122175	3.07	54.005	0.210412	54
10500	-90.3545	1.36245	-86.1526	5001.89	5.75134	5001.85	-72.8694	1.27769	-68.7337	5001.86	5.78461	5002.5	3.03453	0.0125412	3.063	54.185	0.210208	54
11000	-84.1642	1.31786	-80.7195	5001.82	5.75098	5002.14	-67.3796	1.21655	-62.9319	5002.57	5.74349	5002.5	3.03926	0.0122146	3.057	54.3275	0.208409	54
11500	-78.9778	1.25039	-75.9169	5002.2	5.73747	5002.38	-62.6968	1.14445	-59.1383	5002.75	5.74013	5003	3.03201	0.0109065	3.055	54.425	0.207288	54
12000	-74.2719	1.16057	-71.4297	5002.52	5.74494	5002.49	-58.322	1.08962	-54.6486	5002.43	5.76077	5002	3.02922	0.0103974	3.0455	54.5675	0.207264	55
12500	-69.6631	1.10461	-66.6247	5002.73	5.77958	5003.07	-54.3822	1.0364	-50.6665	5003.15	5.82183	5003	3.03142	0.0109065	3.0515	54.6775	0.2054	55
13000	-66.2612	1.06423	-63.2158	5003.55	5.80308	5003.62	-50.7088	0.978542	-47.2036	5004.11	5.91632	5004	3.03054	0.0116503	3.059	54.7925	0.208674	55
13500	-63.4398	1.01041	-61.0999	5004.4	5.89274	5003.43	-47.2096	0.92228	-44.1915	5004.61	5.92863	5004	3.02825	0.0122203	3.0495	54.9775	0.208269	55
14000	-59.8215	0.970511	-56.8502	5004.96	5.91695	5003.62	-44.4061	0.88653	-41.4566	5004.85	5.97003	5003	3.03461	0.0116512	3.0555	55.0625	0.20482	55
14500	-57.4673	0.923336	-55.4849	5004.96	5.91901	5003.34	-41.7058	0.836079	-39.0995	5005.03	5.96636	5003	3.03552	0.0117909	3.0575	55.16	0.206379	55
15000	-54.3338	0.882255	-51.8039	5005.28	5.92623	5003.15	-39.2626	0.792873	-36.8025	5006.26	5.9292	5003	3.03747	0.0115393	3.063	55.2225	0.203035	55
15500	-52.2712	0.851306	-49.8586	5005.59	5.9273	5003.36	-37.0278	0.755436	-34.295	5005.34	5.93191	5003	3.02584	0.0110823	3.041	55.36	0.203234	55
16000	-49.5687	0.814495	-46.7039	5006.02	5.9623	5003.84	-35.0649	0.717208	-32.4116	5006.93	6.08398	5003	3.03879	0.01216	3.0595	55.4525	0.203987	55
16500	-47.4139	0.757848	-45.1627	5006.74	6.03018	5003.58	-33.1875	0.677436	-30.4627	5006.41	6.02107	5003	3.0305	0.0124333	3.055	55.5675	0.202586	56
