#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3149.97	101.725	-2529.55	5000	0	5000	-1976.83	68.6724	-1514.02	5000	0	5000	0	0	0	49.47	0.224831	49.5
500	-1011.57	21.3555	-883.288	4994.54	4.92135	4999.98	-662.496	8.90448	-630.455	4997.4	1.40636	5000	4.12515	0.0484036	4.638	49.0275	0.233888	49
1000	-606.2	5.32699	-598.142	4995.68	2.82467	5000.09	-496.258	3.90574	-490.435	5001.68	2.15273	5000	3.9459	0.0455465	4.451	49.0325	0.231733	49
1500	-484.277	3.72523	-478.296	5001.27	2.22499	4999.98	-411.937	2.96669	-409.754	5001.66	2.21491	5000	3.9476	0.0450257	4.3925	49.1725	0.225797	49
2000	-406.04	3.00584	-401.538	5001.31	2.35493	4999.87	-355.867	2.72869	-354.665	5001.18	2.34349	5000	3.98881	0.0460015	4.4455	49.43	0.225699	50
2500	-353.045	2.68425	-351.211	5001.88	2.33538	5000.12	-313.128	2.57866	-309.876	5002.74	2.43674	5000	3.96139	0.0453651	4.4335	49.7075	0.224429	50
3000	-314.634	2.55554	-314.248	5003.05	2.44655	5000.58	-280.231	2.46654	-279.551	5003.23	2.50369	5001	3.949	0.0448894	4.4125	50.1525	0.222507	50
3500	-282.181	2.43305	-281.639	5004.14	2.51023	5000.73	-251.7	2.36746	-250.19	5003.65	2.59466	5000	3.96221	0.0453777	4.431	50.515	0.220018	50
4000	-255.182	2.36888	-252.855	5005.17	2.60727	5000.73	-227.09	2.27581	-223.915	5005.64	2.68249	5001	3.97461	0.0457996	4.4465	50.91	0.218688	51
4500	-231.351	2.23564	-227.705	5006.31	2.67393	5001.05	-205.449	2.15438	-202.44	5008.2	3.15091	5001	3.97567	0.0464127	4.479	51.2375	0.215683	51
5000	-211.224	2.14639	-207.464	5008.41	3.07374	5001.05	-186.982	2.08579	-184.012	5008.67	3.10379	5001.5	3.95887	0.0469985	4.4395	51.5925	0.212554	52
5500	-193.169	2.01609	-190.095	5008.8	3.13006	5001.6	-169.911	1.99656	-166.238	5008.88	3.22253	5002	3.99057	0.0475656	4.452	51.95	0.212707	52
6000	-177.721	2.01317	-175.188	5009.26	3.21912	5001.18	-154.63	1.92987	-151.239	5009.49	3.23558	5002	3.97078	0.0467456	4.471	52.215	0.20828	52
6500	-162.652	1.95914	-158.821	5010.2	3.27281	5001.73	-140.863	1.89228	-136.014	5010.73	3.31914	5002.5	4.00008	0.0475669	4.4745	52.5	0.207715	53
7000	-149.88	1.89734	-145.224	5010.93	3.31534	5002.12	-128.747	1.82777	-123.848	5011.8	3.33231	5002	4.02786	0.0479587	4.503	52.795	0.210012	53
7500	-138.304	1.83668	-133.161	5011.88	3.33565	5002.15	-118.58	1.72337	-113.371	5012.21	3.37161	5003	4.0749	0.0486547	4.576	53.0575	0.21118	53
8000	-128.519	1.69687	-124.481	5012.76	3.34248	5002.94	-109.147	1.63245	-103.951	5013.46	3.40861	5003	4.05987	0.04854	4.5485	53.2475	0.211933	53
8500	-119.569	1.62841	-115.4	5013.72	3.37964	5003.16	-100.706	1.55679	-96.0502	5015.07	3.46611	5004	4.061	0.0486941	4.57	53.5125	0.214189	54
9000	-111.252	1.57106	-107.409	5015.59	3.55038	5003.38	-92.8708	1.49467	-88.0678	5014.91	3.51041	5004	4.09764	0.0492502	4.6145	53.6525	0.210958	54
9500	-103.799	1.50717	-98.8922	5016.12	3.66881	5003.31	-85.6876	1.40591	-81.4126	5015.73	3.75183	5003	4.08914	0.0485298	4.564	53.885	0.210898	54
10000	-96.2891	1.4147	-93.2333	5016.1	3.7161	5003.38	-79.2521	1.31657	-74.8763	5016.05	3.72234	5004	4.08752	0.0485917	4.571	54.0975	0.208004	54
10500	-90.1201	1.31782	-86.1456	5016.44	3.72206	5004.06	-73.2916	1.23559	-68.8632	5016.1	3.72989	5004	4.10602	0.0490285	4.5935	54.19	0.207979	54
11000	-84.2262	1.27992	-78.8917	5016.43	3.74347	5004.34	-67.6192	1.15731	-63.4406	5016.44	3.8286	5004	4.11135	0.0489062	4.622	54.4025	0.20832	55
11500	-79.386	1.20035	-76.6926	5016.95	3.79937	5004.85	-63.0402	1.10798	-59.3743	5018.28	3.935	5005	4.07334	0.0481003	4.5405	54.505	0.208918	55
12000	-74.8106	1.15374	-71.5918	5017.91	3.86509	5004.68	-58.8358	1.04414	-54.3653	5018.23	3.88519	5005	4.09753	0.0499584	4.602	54.63	0.210192	55
12500	-71.214	1.07844	-68.851	5017.97	3.91971	5004.57	-54.6789	0.992606	-50.4579	5018.2	3.92613	5005	4.09267	0.0496413	4.573	54.705	0.208485	55
13000	-67.3674	1.04546	-64.13	5018.51	3.92098	5005.32	-50.9841	0.942098	-47.2824	5018.37	3.95727	5005	4.10541	0.0497041	4.581	54.805	0.207243	55
