#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3116.31	10.7126	-3108.81	5000	0	5000	-744.774	5.36244	-737.86	5000	0	5000	0	0	0	48.36	0.228048	48
500	-1134.95	9.15965	-1161.12	4947.3	8.75641	4980.39	-535.247	2.82518	-537.762	4941.14	20.4054	5000	45.2095	0.525477	47.376	47.73	0.304898	48
1000	-635.856	8.94611	-572.291	4930.38	17.036	4996.47	-440.94	2.51611	-438.889	4935.82	19.7635	4999	17.5914	0.59671	15.387	47.545	0.294766	47
1500	-447.742	4.24229	-436.185	4930.1	19.213	4998.74	-375.886	2.35706	-377.67	4929.83	19.6935	4999	5.25679	0.273275	3.155	47.6625	0.288864	48
2000	-375.35	3.02159	-371.785	4929.26	19.4069	4998.78	-327.536	2.27181	-326.131	4928.49	19.5159	4999	3.07014	0.121465	2.9715	47.9475	0.283969	48
2500	-324.865	2.37117	-323.502	4929.64	19.5561	4998.77	-289.134	2.34439	-285.067	4934.2	19.8465	4998	2.72227	0.0361226	2.9245	48.4575	0.287078	48
3000	-289.519	2.3122	-287.089	4934.83	19.8266	4998.52	-258.629	2.30876	-257.082	4935.76	19.8368	4999	2.6873	0.0304819	2.9185	48.79	0.288701	49
3500	-260.191	2.26878	-258.58	4936.58	19.9171	4998.91	-232.001	2.17407	-230.364	4937.06	19.999	4999	2.67691	0.0299725	2.9105	49.2175	0.286081	49
4000	-234.22	2.1625	-232.024	4937.76	20.0325	4999.36	-208.695	2.11325	-207.068	4937.61	20.0454	4998	2.69636	0.0323435	2.924	49.55	0.284774	50
4500	-213.08	2.10159	-211.722	4938.38	20.1348	4999.32	-189.301	2.06309	-186.995	4939.14	20.215	4998	2.69521	0.0333575	2.9135	49.8825	0.286162	50
5000	-195.413	2.0319	-192.527	4939.63	20.2254	4998.57	-171.597	1.96925	-169.506	4939.84	20.2031	5000	2.70559	0.0350276	2.9405	50.295	0.286946	50
5500	-177.953	1.9646	-176.018	4940.44	20.2704	4998.63	-155.751	1.88889	-155.376	4941.22	20.2483	5000	2.70657	0.0348712	2.9315	50.65	0.29018	51
6000	-162.759	1.87512	-161.788	4942.17	20.3305	5000.15	-142.533	1.81743	-140.749	4943.05	20.3953	5000.5	2.69183	0.0366598	2.9135	50.8575	0.287336	51
6500	-149.883	1.79001	-148.048	4942.72	20.3607	4998.78	-129.545	1.71809	-127.7	4943.47	20.4708	5000.5	2.72922	0.0650145	2.923	51.2525	0.286819	51
7000	-138.029	1.7093	-136.536	4943.35	20.4506	5000.38	-118.503	1.65409	-115.793	4944.02	20.443	5000	2.68997	0.039515	2.917	51.455	0.284512	52
7500	-127.693	1.64671	-125.155	4944.99	20.4522	5000.3	-109.197	1.57591	-106.573	4945.34	20.5014	5002.5	2.69098	0.0343633	2.9365	51.6925	0.284534	52
8000	-119.022	1.58175	-115.7	4945.84	20.4889	5002.47	-100.033	1.48723	-97.3886	4945.41	20.5006	5002	2.69466	0.034741	2.8805	51.935	0.283863	52
8500	-109.895	1.48869	-107.127	4946.2	20.5165	5002.53	-92.3	1.43267	-87.8498	4947.23	20.5034	5003	2.68835	0.0318193	2.915	52.1	0.285181	52
9000	-102.226	1.41166	-98.779	4947.29	20.5046	5003.03	-85.0849	1.34686	-82.0142	4947.33	20.4944	5001.5	2.70394	0.0298225	2.955	52.2875	0.281643	52
9500	-95.6557	1.33203	-92.4161	4947.72	20.482	5002.85	-78.851	1.26557	-75.877	4948.56	20.5179	5004	2.70046	0.0304653	2.949	52.435	0.282225	53
10000	-89.79	1.28823	-87.9213	4947.83	20.4921	5003.24	-72.8697	1.20291	-68.7039	4947.8	20.4723	5003	2.68841	0.0303799	2.928	52.6575	0.280061	53
10500	-83.5515	1.22279	-80.326	4947.9	20.4914	5002.93	-67.3016	1.13618	-63.699	4948.01	20.4416	5003	2.69025	0.0306198	2.9305	52.795	0.279603	53
11000	-78.8244	1.12939	-75.8093	4948.4	20.4787	5003.05	-62.0716	1.07166	-58.3926	4949.04	20.4657	5003	2.69577	0.0306916	2.9575	52.95	0.279959	53
11500	-73.3901	1.11046	-70.1193	4948.68	20.485	5003.36	-57.7188	1.01521	-54.9375	4949.05	20.4746	5003	2.69897	0.0308502	2.918	53.115	0.279172	54
12000	-68.9084	1.04421	-65.772	4949.6	20.4733	5002.97	-53.8921	0.963242	-50.7289	4949.25	20.4551	5004	2.69879	0.0303701	2.9425	53.2525	0.278439	54
12500	-65.6864	0.981242	-63.5439	4949.68	20.4581	5003.52	-50.5119	0.91179	-47.9917	4949.86	20.4687	5003	2.69257	0.0300858	2.9435	53.3225	0.279	54
13000	-61.9239	0.939431	-59.5838	4950.12	20.5001	5002.7	-47.22	0.857311	-44.8625	4950.23	20.6442	5003	2.68481	0.0307052	2.949	53.3925	0.279762	54
13500	-58.7975	0.906268	-56.2474	4950.65	20.6362	5003.95	-44.1828	0.815334	-42.1344	4951.16	20.6485	5005	2.69348	0.0309793	2.9435	53.545	0.279334	54
14000	-56.3371	0.832053	-54.5595	4951.17	20.6421	5004.1	-41.3782	0.776206	-39.2553	4950.59	20.6492	5004	2.68983	0.0302523	2.932	53.645	0.280681	54
14500	-53.37	0.835902	-50.3829	4951.05	20.6436	5004.85	-38.8349	0.735649	-36.795	4951.52	20.623	5006	2.69219	0.0299136	2.918	53.7375	0.279673	54
15000	-51.4563	0.794128	-48.9636	4951.58	20.635	5004.95	-36.5087	0.702022	-34.5527	4951.42	20.6366	5005	2.68633	0.0296289	2.9155	53.845	0.277841	54
15500	-48.5073	0.757811	-46.1126	4951.82	20.6663	5004.27	-34.4423	0.676982	-32.2746	4952.36	20.7043	5006	2.68859	0.0298219	2.925	53.9175	0.279144	54
16000	-46.4038	0.734952	-43.8615	4952.66	20.6807	5005.83	-32.6263	0.647441	-30.4939	4952.57	20.6961	5006	2.69674	0.0304109	2.93	54.0125	0.276672	54
16500	-45.1445	0.701141	-43.0754	4952.63	20.6901	5005.72	-30.8227	0.608243	-28.9137	4952.79	20.6978	5006.5	2.69445	0.0305659	2.931	54.0725	0.276127	54
17000	-42.5182	0.673783	-41.3104	4952.59	20.6936	5005.67	-29.1781	0.574166	-27.3943	4952.9	20.7129	5006.5	2.71612	0.0308433	2.946	54.16	0.277518	55
17500	-41.2715	0.612784	-39.5984	4952.99	20.7085	5005.28	-27.6886	0.553035	-26.25	4953.18	20.7131	5006	2.69686	0.0301458	2.938	54.2225	0.275426	55
18000	-39.8789	0.60845	-38.2386	4953.25	20.7104	5006.89	-26.3022	0.529073	-25.1661	4953.59	20.714	5006	2.70483	0.0309343	2.9375	54.28	0.275965	55
18500	-38.4648	0.605173	-36.6252	4953.4	20.7206	5007.51	-25.0414	0.513195	-23.6781	4953.47	20.7313	5006.5	2.70744	0.0304032	2.9415	54.3875	0.275673	55
19000	-37.5254	0.601141	-35.6913	4953.69	20.7227	5007.03	-23.9598	0.499734	-22.6737	4953.62	20.7249	5007.5	2.7058	0.0302825	2.937	54.4325	0.276164	55
19500	-36.587	0.580574	-35.3116	4953.53	20.7183	5006.24	-22.856	0.481622	-21.5529	4953.4	20.7172	5007	2.70987	0.0307764	2.9525	54.4675	0.275862	55
20000	-34.939	0.567659	-33.7462	4953.71	20.724	5005.97	-21.7645	0.467442	-20.6494	4953.69	20.7192	5006	2.70335	0.0305358	2.9195	54.5375	0.277424	55
