#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3129.08	106.86	-2576.65	5000	0	5000	-1931.73	73.4495	-1431.5	5000	0	5000	0	0	0	49.59	0.217941	50
500	-1019.86	27.0455	-872.757	4999.12	0.509884	5000.05	-665.74	13.4533	-608.586	4997.73	1.75463	5000	2.34669	0.0261563	2.546	49.26	0.223564	49
1000	-603.064	6.02693	-585.807	4999.05	0.974049	5000.16	-482.031	4.26916	-471.165	5000.16	1.33775	5000	2.28248	0.0245957	2.474	49.06	0.21641	49
1500	-482.265	4.02394	-474.589	4998.38	1.73182	5000.07	-399.793	3.37171	-395.118	5000.56	1.66252	5001	2.29101	0.0247147	2.471	49.175	0.223799	49
2000	-409.127	3.22519	-408.09	4998.33	1.79881	5000.01	-344.646	2.89065	-344.305	4999.16	2.20398	5000	2.26452	0.0252827	2.472	49.4825	0.215005	50
2500	-357.035	2.84677	-352.926	4999.36	2.19594	5000.27	-301.937	2.68515	-300.591	4999.32	2.43971	5000	2.27549	0.0247362	2.469	49.8675	0.213339	50
3000	-317.208	2.62943	-316.576	4999.07	2.3894	5000.68	-267.078	2.5209	-264.733	4999.69	2.37757	5000	2.27754	0.0250187	2.495	50.26	0.214642	51
3500	-283.14	2.50372	-282.342	4999.56	2.45854	4999.84	-236.661	2.33027	-234.908	4999.46	2.59917	5000	2.27153	0.0253138	2.465	50.6375	0.215683	51
4000	-254.45	2.3052	-253.563	4999.55	2.53753	5000.59	-210.403	2.25853	-208.728	5000.3	2.64427	5001	2.28653	0.0256196	2.494	51.05	0.213824	51
4500	-228.735	2.25556	-226.166	4999.83	2.63416	4999.72	-188.661	2.15542	-185.6	5000.58	2.66196	5000.5	2.26569	0.0252901	2.459	51.395	0.216106	52
5000	-208.996	2.14918	-203.938	5000.02	2.67551	4999.69	-169.304	2.03267	-166.643	4999.94	2.73524	5000	2.26855	0.0254531	2.4465	51.715	0.212302	52
5500	-190.068	2.02731	-188.279	5000.37	2.70763	4999.9	-152.912	1.91639	-152.001	4999.47	2.73269	5000	2.26678	0.0251719	2.472	51.9675	0.21045	52
6000	-174.493	1.97279	-173.933	5000.57	2.74121	5000.25	-137.735	1.83496	-135.114	5000.97	2.83045	5000	2.26226	0.02476	2.433	52.215	0.214212	52
6500	-159.664	1.86125	-157.184	5002.1	2.82932	5000.91	-124.92	1.69882	-122.681	5003.01	2.91389	5001	2.25742	0.0246933	2.4475	52.4175	0.213622	53
7000	-147.135	1.7705	-146.145	5003.12	2.85941	5000.76	-112.727	1.59139	-109.855	5003.72	2.8896	5001	2.27517	0.0251528	2.467	52.74	0.214204	53
7500	-135.469	1.62204	-131.953	5003.88	2.87298	5001.73	-102.079	1.46431	-98.9715	5005.12	2.93696	5002	2.25958	0.0246819	2.45	52.955	0.212445	53
8000	-124.562	1.5044	-121.641	5004.95	2.93993	5001.78	-93.0057	1.37064	-91.114	5005.07	3.01116	5002	2.27645	0.0253279	2.473	53.1375	0.212094	53
8500	-116.172	1.46586	-113.278	5005.45	2.9851	5002.28	-85.0021	1.28085	-82.8175	5005.42	3.03555	5002	2.26958	0.0254235	2.464	53.32	0.209023	53
9000	-109.047	1.35029	-107.195	5005.97	2.99733	5002.44	-77.8141	1.20821	-75.1784	5005.65	3.03762	5002	2.27095	0.0248182	2.459	53.5075	0.207624	54
9500	-101.69	1.27617	-100.334	5006.04	2.99169	5002.2	-71.2544	1.12307	-69.5124	5006.4	3.01741	5004	2.27773	0.0250193	2.4755	53.655	0.210209	54
