#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3019.86	99.909	-2465.07	5000	0	5000	-1856.01	65.9863	-1448.84	5000	0	5000	0	0	0	49.84	0.24113	50
500	-970.618	20.7622	-865.047	4997.09	1.26394	4999.92	-641.117	8.41794	-609.954	4976.35	15.6115	5000	2.60744	0.0322797	2.9145	49.235	0.283041	50
1000	-596.858	5.24423	-588.08	4965.79	17.7931	4999.85	-480.228	3.8196	-476.091	4964.92	18.936	5000	2.49868	0.0312454	2.794	49.1175	0.303628	49
1500	-479.164	3.74791	-479.556	4965.17	18.9263	5000.01	-402.567	3.15835	-402.343	4964.65	18.9475	5000	2.51405	0.032482	2.84	49.2175	0.301625	50
2000	-404.989	3.10729	-404.379	4965.53	18.9332	5000.01	-345.615	2.91891	-340.514	4966.6	18.9374	5000	2.50068	0.0322498	2.828	49.4625	0.303875	50
2500	-353.513	2.9124	-353.386	4966.56	18.9384	5000.3	-303.351	2.75623	-301.253	4966.83	18.9439	5000	2.51217	0.0324066	2.818	49.82	0.299174	50
3000	-312.398	2.75676	-308.471	4967.11	18.9494	5000.51	-267.988	2.6544	-265.569	4967.76	18.9768	5001	2.51644	0.0322827	2.8235	50.1775	0.302459	51
3500	-279.358	2.61884	-276.155	4967.97	18.9092	5000.94	-238.758	2.53096	-237.709	4969.15	18.9312	5001	2.50103	0.0320373	2.8095	50.66	0.300623	51
4000	-251.13	2.47496	-250.352	4968.85	18.9239	5001.21	-213.256	2.37438	-211.769	4969.51	18.9437	5001	2.51209	0.0322398	2.8195	51.0325	0.297131	51
4500	-227.664	2.32965	-224.984	4970.25	18.8584	5001.3	-190.411	2.27283	-187.052	4971.25	18.8927	5001	2.50369	0.0319516	2.8185	51.3975	0.296236	52
5000	-205.425	2.22518	-204.278	4971.57	18.8846	5001.19	-171.489	2.16653	-169.337	4971.88	18.9011	5001	2.50618	0.0321641	2.8325	51.5925	0.297595	52
5500	-187.519	2.16569	-184.519	4971.96	18.9038	5001.59	-154.873	2.08609	-153.808	4972.72	18.9081	5001	2.51838	0.032113	2.8305	51.9925	0.294721	53
6000	-171.481	2.10303	-168.759	4972.7	18.9057	5001.77	-139.25	1.97423	-138.132	4972.49	18.9289	5002	2.51308	0.0325566	2.843	52.235	0.294114	53
6500	-155.917	1.94901	-153.321	4973.3	18.9376	5001.59	-125.236	1.83974	-123.937	4973.32	18.9387	5001	2.50505	0.0320404	2.802	52.4675	0.289429	53
7000	-142.266	1.83222	-140.976	4973.65	18.9478	5001.41	-113.488	1.7237	-110.852	4974.06	18.9606	5002	2.52559	0.0325051	2.844	52.7425	0.292218	53
7500	-131.559	1.72792	-128.656	4973.95	18.9399	5002.05	-103.152	1.63427	-100.681	4974.98	18.9674	5002	2.51331	0.032521	2.803	52.96	0.292913	54
8000	-120.89	1.61795	-118.958	4975.14	18.9599	5002.16	-93.6606	1.53821	-91.2647	4975.83	18.9551	5002	2.51684	0.0321331	2.8245	53.175	0.29266	54
8500	-112.508	1.56547	-110.168	4976.17	18.9589	5001.99	-85.4378	1.46535	-82.3787	4977.4	18.9941	5002	2.53728	0.0328746	2.8435	53.385	0.289203	54
9000	-104.526	1.48955	-100.246	4977.53	18.991	5002.47	-78.3444	1.36587	-75.1769	4978.14	18.9956	5002	2.5136	0.0324416	2.832	53.595	0.289221	54
9500	-97.6409	1.36379	-94.6394	4978.09	18.9965	5002.72	-71.8861	1.28105	-68.9357	4978.11	19.0012	5003	2.52913	0.0329891	2.8335	53.7875	0.290611	54
10000	-91.7302	1.31566	-88.249	4978.6	19.0017	5002.99	-66.0406	1.19895	-63.3612	4979.01	19.0107	5003	2.54781	0.0331772	2.868	53.9625	0.290993	54
10500	-85.4898	1.24729	-82.4668	4978.99	19.0096	5003.01	-60.7996	1.14155	-57.6659	4978.91	19.0124	5004	2.53896	0.0337794	2.8595	54.1375	0.291068	55
11000	-80.9249	1.20159	-76.9915	4979.28	19.0053	5002.92	-55.8567	1.07438	-53.0921	4979.34	19.0007	5003	2.53843	0.0331078	2.8615	54.2675	0.290971	55
11500	-75.9988	1.11805	-73.6386	4980.03	18.6236	5003.33	-51.3452	1.00387	-48.9123	4981	18.3836	5004	2.53047	0.0332065	2.856	54.45	0.283274	55
