#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-2941.53	107.124	-2421.84	5000	0	5000	-1858.65	74.7897	-1428.27	5000	0	5000	0	0	0	49.845	0.23742	50
500	-1007.29	30.8313	-874.826	4992.99	4.11457	4999.8	-663.602	13.6383	-610.99	4990.72	6.17504	5000	2.17865	0.0119666	2.217	49.52	0.244409	50
1000	-607.05	6.18504	-589.941	4987.93	6.22105	4999.52	-485.171	4.03608	-477.707	4988.52	6.20151	5000	2.18009	0.0125176	2.218	49.29	0.252362	49
1500	-480.977	3.87347	-471.987	4987.55	6.25412	4999.72	-402.381	3.29031	-397.272	4987.33	6.44605	5000	2.16363	0.0120065	2.198	49.45	0.253386	50
2000	-406.133	3.17432	-400.356	4987.67	6.45761	5000.17	-347.178	2.95629	-343.852	4987.95	6.46361	5000	2.18166	0.0118261	2.2195	49.8175	0.254455	50
2500	-355.236	2.92179	-351.64	4987.91	6.49855	5000.07	-304.492	2.72742	-301.191	4988.34	6.59486	5000	2.17222	0.0121135	2.2155	50.2375	0.248308	50
3000	-314.012	2.71296	-307.788	4990.77	6.82337	5000.42	-269.132	2.57339	-267.382	4992.07	7.15264	5000	2.18079	0.0132634	2.226	50.59	0.246438	51
3500	-279.726	2.59736	-275.738	4992.42	7.11953	5000.59	-238.904	2.47155	-236.341	4996.61	8.61067	5000	2.20276	0.0369829	2.212	51.04	0.254968	51
4000	-251.672	2.45439	-249.867	4993.27	7.36069	5001.05	-213.704	2.30609	-211.094	4996.32	8.62683	5001	2.22043	0.0441744	2.2165	51.4225	0.250058	51
4500	-228.083	2.25555	-224.415	4994.14	7.78322	5000.51	-191.418	2.13296	-189.533	4994.65	8.65914	5000	2.21537	0.045616	2.211	51.7125	0.246249	52
5000	-206.405	2.13427	-204.348	4996.33	8.70775	5000.07	-171.555	2.02122	-169.026	4997.9	9.06748	5000	2.26739	0.0989665	2.218	52.075	0.243715	52
5500	-187.29	1.99925	-185.132	4997.82	8.90418	4999.59	-154.074	1.88732	-152.248	4998.19	9.17641	4999	2.34535	0.173568	2.211	52.37	0.24847	52
6000	-171.074	1.88702	-170.473	5000.35	9.11412	5000.14	-138.919	1.76157	-137.155	5000.84	9.00512	5001	2.315	0.13154	2.226	52.6725	0.246658	53
6500	-155.674	1.76201	-153.901	5001.18	9.28774	5000.03	-125.555	1.65006	-122.416	5001.35	9.36015	5000	2.278	0.0850411	2.237	52.9525	0.247039	53
7000	-143.32	1.66331	-141.47	5001.46	9.29205	4999.82	-113.647	1.53667	-110.837	5002.47	9.34241	5000	2.27203	0.09468	2.2115	53.2125	0.247379	53
7500	-131.804	1.58364	-129.808	5002.7	9.39378	5000.11	-103.26	1.43746	-101.54	5002.5	9.35984	5001	2.2434	0.0630662	2.215	53.4475	0.246363	53
8000	-122.088	1.44847	-120.768	5002.71	9.33655	5000.61	-93.854	1.34278	-92.0717	5004.7	9.39838	5001	2.23045	0.0545463	2.218	53.6275	0.24384	54
8500	-112.564	1.37344	-110.653	5003.12	9.25538	4999.93	-85.7477	1.25581	-83.9348	5004.84	9.45875	5001	2.22504	0.0408661	2.221	53.855	0.247185	54
9000	-104.98	1.2932	-102.873	5005.58	9.34558	5001.1	-78.3594	1.17443	-76.8242	5005.98	9.39962	5001	2.20065	0.0243344	2.212	54.045	0.24657	54
9500	-97.5766	1.22161	-94.9872	5006.19	9.44762	5001.55	-71.6237	1.08329	-70.0443	5006.09	9.37174	5001	2.1976	0.0214438	2.221	54.1875	0.245089	54
10000	-92.1062	1.13389	-90.3056	5006.43	9.39518	5002.09	-65.6464	1.00554	-64.241	5006.84	9.3947	5002	2.1844	0.0158227	2.2135	54.3625	0.242073	54
10500	-85.0352	1.057	-82.8306	5007.06	9.4339	5002.6	-60.1409	0.938215	-58.3832	5008.03	9.44214	5002	2.18626	0.0135231	2.2075	54.5275	0.241545	55
11000	-80.5723	0.982113	-78.897	5008.17	9.42121	5002.8	-55.3969	0.869613	-53.9615	5008.04	9.45093	5003	2.18864	0.012912	2.2245	54.685	0.238656	55
11500	-75.456	0.963243	-73.6595	5008.77	9.41967	5003.88	-51.1531	0.809558	-49.8363	5009.44	9.45535	5004	2.18242	0.0127821	2.222	54.8	0.238021	55
12000	-70.8505	0.895169	-69.058	5009.02	9.41061	5003.3	-47.305	0.765201	-45.7377	5009.61	9.46569	5004	2.19835	0.0138471	2.228	54.95	0.236926	55
12500	-68.4296	0.875349	-67.2245	5009.42	9.40683	5004.11	-44.0167	0.716452	-42.587	5010.16	9.49911	5005	2.19454	0.0133434	2.233	55.0825	0.240017	55
13000	-64.7077	0.853468	-63.0546	5010.46	9.44839	5005.18	-40.8338	0.677646	-39.2709	5011.13	9.51174	5006	2.19181	0.0131058	2.234	55.1775	0.237473	55
13500	-61.65	0.80061	-59.8499	5011.33	9.50498	5005.33	-38.0227	0.642275	-36.601	5011.28	9.49829	5005.5	2.18759	0.0130794	2.226	55.26	0.238087	55
14000	-58.9836	0.792288	-57.4553	5011.81	9.50781	5004.98	-35.5431	0.608751	-34.0989	5012.3	9.52643	5006	2.19422	0.0140708	2.215	55.385	0.237028	55
14500	-56.7644	0.727969	-55.755	5012.35	9.51407	5005.81	-33.3357	0.574532	-31.9845	5012.11	9.52784	5005	2.18088	0.0131783	2.212	55.465	0.234621	55
15000	-54.1974	0.686764	-52.4102	5012.97	9.52358	5005.91	-31.2478	0.536004	-29.752	5013.19	9.53086	5006	2.18138	0.0134195	2.207	55.5775	0.234462	56
15500	-51.908	0.653356	-51.1396	5013.42	9.52526	5005.77	-29.3481	0.502053	-27.3244	5013.31	9.55714	5006	2.19496	0.0133712	2.2305	55.6275	0.234621	56
16000	-50.7615	0.650551	-48.5896	5013.61	9.54911	5005.81	-27.686	0.479646	-26.0993	5013.57	9.57736	5006	2.19341	0.0133146	2.231	55.725	0.234517	56
16500	-48.3663	0.648462	-46.2989	5014.12	9.56014	5006.14	-26.0495	0.453708	-24.6242	5014.89	9.54906	5005	2.19177	0.0130095	2.2225	55.82	0.235175	56
17000	-46.6423	0.615797	-44.7716	5014.53	9.56902	5006.06	-24.5989	0.428337	-23.2705	5015.73	9.58216	5007	2.18273	0.0129794	2.2205	55.8575	0.235226	56
17500	-45.8658	0.603342	-44.0594	5014.8	9.55732	5006.53	-23.1893	0.403761	-21.9654	5015.42	9.53497	5006	2.18896	0.0130384	2.2245	55.94	0.234368	56
18000	-44.1261	0.540007	-42.9814	5015.45	9.53857	5006.24	-21.9781	0.388376	-20.9427	5015.91	9.48782	5006	2.18783	0.0135405	2.205	56.0175	0.23389	56
18500	-43.7483	0.586318	-41.7866	5015.59	9.51922	5006.62	-20.8645	0.370272	-19.9494	5015.99	9.56138	5007	2.18663	0.0132274	2.23	56.0825	0.233212	56
19000	-42.7456	0.578927	-41.1184	5015.93	9.51993	5006.59	-19.8628	0.358044	-18.6768	5015.87	9.55536	5006	2.18308	0.013036	2.214	56.115	0.234316	56
19500	-40.7563	0.537339	-39.2247	5015.77	9.5186	5006.99	-18.9168	0.343134	-17.7504	5016.46	9.51914	5007	2.18808	0.0133613	2.23	56.18	0.233919	56
20000	-39.8465	0.521068	-38.6398	5016.57	9.52175	5007.03	-18.0352	0.328771	-16.9358	5016.86	9.57104	5007	2.18555	0.0134121	2.222	56.23	0.233273	56
