#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3153.66	110.044	-2495.61	5000	0	5000	-1976.62	76.3155	-1463.37	5000	0	5000	0	0	0	49.63	0.234724	50
500	-998.9	22.1022	-863.406	4993.1	4.73191	4999.86	-649.578	8.29103	-614.294	4991.5	5.94185	5000	1.79643	0.0203835	1.914	49.1175	0.249404	49
1000	-594.643	4.99596	-578.496	4992.72	5.31225	4999.86	-479.787	3.91381	-473.391	4994.23	5.24413	5000	1.74772	0.0187377	1.854	49.1775	0.24246	49
1500	-481.287	3.62953	-473.872	4992.62	5.18342	4999.62	-399.465	3.16048	-394.988	4993.31	5.23094	5000	1.7585	0.0189919	1.8875	49.1375	0.243505	49
2000	-413.537	3.04094	-412.135	4993.52	5.25862	4999.65	-346.218	2.73851	-347.313	4993.4	5.3427	5000	1.75006	0.0193537	1.8755	49.5	0.241834	50
2500	-363.2	2.68759	-362.02	4993.96	5.31502	4999.94	-304.308	2.47836	-304.69	4994.47	5.41939	5000	1.74917	0.0191654	1.8525	49.75	0.242106	50
3000	-323.843	2.50273	-321.369	4993.78	5.35455	5000.09	-270.066	2.34968	-271.513	4993.86	5.47456	5000	1.75715	0.0194964	1.8615	50.14	0.237655	50
3500	-291.548	2.30855	-290.206	4993.74	5.40875	4999.61	-241.907	2.1545	-241.334	4994.88	5.44714	5000	1.74908	0.0191606	1.858	50.5325	0.237752	51
4000	-264.678	2.15988	-261.483	4994.81	5.45192	5000.18	-216.514	2.048	-213.208	4995.52	5.57728	5000	1.74577	0.0194274	1.8575	50.895	0.234515	51
4500	-240.526	2.08541	-239.574	4995.55	5.50457	5000.02	-194.548	1.92785	-193.103	4996.68	5.52555	5000	1.74804	0.0199707	1.873	51.3225	0.228778	52
5000	-219.34	1.94721	-217.374	4996.67	5.58506	5000.52	-175.025	1.75831	-174.021	4998.86	5.83235	5001	1.74777	0.0194773	1.8705	51.6375	0.230702	52
5500	-200.949	1.81476	-199.234	4999.22	5.7651	5001.09	-158.305	1.66537	-156.718	4999.96	5.84266	5001.5	1.74519	0.0199627	1.86	51.89	0.225075	52
6000	-184.841	1.73188	-183.634	4999.78	5.85382	5001.45	-143.587	1.56519	-143.512	4999.45	5.96796	5002	1.73563	0.0198908	1.843	52.1425	0.221536	52
6500	-170.87	1.62079	-169.94	5000.67	5.89758	5002.12	-130.14	1.51476	-129.328	5001.38	5.93856	5002	1.73332	0.0193874	1.8585	52.3125	0.222257	52
7000	-157.782	1.58809	-155.196	5001.35	5.91723	5002.75	-118.886	1.42474	-117.267	5002.67	6.00739	5003	1.75519	0.0201586	1.879	52.565	0.22099	53
7500	-146.081	1.52456	-145.031	5001.93	5.93924	5003.24	-108.012	1.32708	-105.914	5002.53	6.05859	5003	1.73382	0.0197104	1.8585	52.79	0.220138	53
8000	-135.775	1.44311	-135.132	5002.9	5.9912	5002.43	-98.2362	1.26264	-95.322	5003.07	6.06435	5004	1.75601	0.019258	1.8745	52.965	0.220922	53
8500	-125.772	1.35962	-123.559	5005.7	6.46819	5002.44	-89.5344	1.19803	-86.6843	5007.02	6.67022	5004	1.75585	0.0197456	1.8875	53.2725	0.221598	53
9000	-118.331	1.29871	-117.366	5006.47	6.63971	5002.37	-81.9845	1.12489	-78.8536	5006.98	6.65932	5003	1.75368	0.019427	1.8765	53.455	0.219152	53
9500	-110.731	1.29339	-108.025	5006.85	6.66857	5004.25	-74.9635	1.05674	-72.7843	5007.26	6.6925	5003.5	1.73881	0.0191705	1.8565	53.655	0.216436	54
10000	-103.177	1.17244	-99.9791	5007.55	6.68951	5004.21	-68.8572	1.00388	-66.4041	5008.85	6.70914	5005.5	1.75579	0.0198708	1.869	53.825	0.216745	54
10500	-97.3024	1.14843	-92.9538	5008.42	6.71082	5004.27	-63.339	0.941551	-60.9946	5008.14	6.70623	5004.5	1.74851	0.0195362	1.8655	53.945	0.215601	54
11000	-92.7282	1.08908	-90.3958	5008.7	6.67058	5004.36	-58.5036	0.883046	-56.5186	5009.1	6.74075	5005	1.74268	0.0189003	1.845	54.11	0.21365	54
11500	-87.5407	1.0104	-85.9972	5009.36	6.74162	5004.99	-54.1651	0.823066	-52.2763	5010.13	6.78383	5005	1.77111	0.0199654	1.906	54.1775	0.215479	54
12000	-83.5862	1.01642	-80.5949	5010.06	6.76125	5005.53	-50.1873	0.771632	-48.725	5010.34	6.77773	5005	1.7676	0.0199088	1.893	54.3	0.212987	54
12500	-78.6454	0.932397	-76.7313	5010.13	6.759	5004.56	-46.5968	0.73612	-44.7841	5010	6.76621	5005	1.76859	0.0199983	1.8915	54.4275	0.215413	54
13000	-75.7835	0.892904	-73.8863	5009.95	6.75216	5005.02	-43.4755	0.695805	-41.2513	5009.93	6.77155	5005	1.7504	0.0196982	1.866	54.545	0.213797	54
13500	-72.2724	0.862084	-71.1038	5009.86	6.77264	5005.81	-40.3537	0.650607	-38.5589	5009.69	6.79963	5006	1.75739	0.0199391	1.8775	54.6675	0.215717	55
