#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3054.04	98.8431	-2550.08	5000	0	5000	-1913.87	67.6855	-1514.48	5000	0	5000	0	0	0	49.6025	0.222283	50
500	-1003.35	22.8671	-893.277	4999.96	0.219704	5000.01	-685.458	10.4644	-643.329	5000.69	0.427688	5000	4.98512	0.0102688	4.966	49.2225	0.221144	49
1000	-615.318	7.01327	-600.316	4997.24	1.80753	4999.98	-519.74	5.10159	-513.155	4996.6	1.97934	5000	4.82532	0.0120252	4.803	49.1525	0.223799	49
1500	-491.596	4.42574	-489.525	4996.53	1.97307	4999.97	-440.417	3.76472	-435.002	4996.24	1.98675	5000	4.84471	0.0129601	4.837	49.1575	0.222836	49
2000	-422.019	3.52522	-418.083	4996.47	2.00557	4999.95	-389.286	3.27609	-384.077	4996	2.0933	5000	4.86528	0.0134422	4.8515	49.3725	0.225164	49
2500	-378.082	3.15528	-372.789	4996.38	2.03991	5000.09	-353.491	2.99657	-351.274	4996.14	2.13959	5000	4.89626	0.0135869	4.8855	49.505	0.223467	50
3000	-345.192	2.88841	-343.125	4996.65	2.05923	5000.15	-322.105	2.79911	-321.66	4997.46	2.05862	5000	4.92337	0.0139052	4.8995	49.8375	0.222968	50
3500	-316.726	2.79459	-316.889	4997.75	2.07097	5000.22	-296.827	2.68559	-296.931	4997.35	2.08491	5000	4.95396	0.0138283	4.947	50.06	0.221645	50
4000	-292.914	2.67352	-289.135	4998.51	2.17099	5000.35	-275.428	2.59115	-271.811	4998.97	2.24586	5000	4.97823	0.0140814	4.9515	50.3975	0.220472	51
4500	-272.602	2.53464	-270.029	4998.94	2.2416	5000.37	-256.112	2.51205	-253.852	4998.65	2.24078	5000	5.01171	0.0143551	4.977	50.645	0.218986	51
5000	-253.64	2.48949	-253.061	4999.01	2.25738	5000.44	-238.357	2.41848	-238.153	5002.05	3.60288	5001	5.00352	0.0144293	4.99	50.9275	0.217627	51
5500	-237.225	2.3925	-237.786	5002.78	3.66316	5000.54	-222.652	2.31579	-222.166	5002.91	3.66648	5001	5.04591	0.0160163	5.0215	51.205	0.217689	51
6000	-222.718	2.32527	-220.362	5003.29	3.67324	5001.02	-208.557	2.29577	-208.057	5003.27	3.68126	5001	5.05694	0.0151449	5.036	51.4475	0.216848	51
6500	-209.382	2.27268	-208.282	5003.78	3.68564	5001.48	-195.858	2.22976	-196.562	5003.85	3.68929	5001	5.08768	0.0163094	5.063	51.69	0.216134	51
7000	-196.461	2.22423	-196.559	5004.08	3.68326	5001.6	-183.381	2.16155	-182.516	5004.54	3.69536	5002	5.09374	0.0169124	5.052	51.8725	0.215655	52
7500	-184.653	2.14269	-184.781	5004.64	3.68925	5001.94	-172.429	2.10214	-171.617	5005.13	3.72737	5002	5.08633	0.0166484	5.037	52.095	0.21475	52
8000	-174.734	2.07073	-171.904	5006.49	3.79405	5002.26	-162.436	2.01692	-160.351	5007.63	3.93253	5002	5.09209	0.0166647	5.0605	52.305	0.213527	52
8500	-165.021	2.02633	-163.455	5007.81	3.92816	5002.54	-152.614	1.9892	-151.36	5008.08	3.95972	5003	5.1039	0.0161464	5.0825	52.475	0.212865	52
9000	-154.396	1.94915	-151.611	5008.34	3.95759	5002.63	-143.527	1.90157	-141.756	5008.52	3.99764	5002	5.13841	0.0166811	5.1265	52.67	0.213786	53
9500	-146.311	1.8961	-144.695	5008.91	3.99828	5002.85	-135.084	1.83448	-133.066	5008.85	4.00268	5002	5.14557	0.0163568	5.1205	52.8775	0.214759	53
10000	-138.069	1.82638	-136.465	5009.54	4.0408	5002.76	-127.591	1.76081	-125.645	5009.18	4.1091	5003	5.17102	0.0177851	5.125	53.015	0.216487	53
10500	-130.605	1.76761	-129.047	5009.04	4.09526	5002.84	-120.326	1.71076	-118.133	5008.94	4.09731	5002.5	5.17574	0.0170611	5.1585	53.1475	0.216058	53
11000	-123.778	1.70468	-120.769	5009.32	4.11382	5002.56	-113.802	1.65308	-111.724	5009.03	4.12211	5003	5.19587	0.0176687	5.1695	53.3125	0.215385	53
11500	-117.755	1.62812	-114.617	5009.31	4.12485	5002.72	-107.985	1.60906	-104.866	5009.56	4.12845	5003	5.23177	0.0190104	5.2	53.4025	0.213753	53
12000	-112.034	1.59183	-108.818	5009.33	4.13434	5002.56	-102.834	1.56272	-99.2956	5009.44	4.14758	5003	5.2334	0.0195968	5.215	53.5525	0.213705	54
